customer_id,first_name,last_name,email,city,country,user,code
cust-00038,Sophia,Johnson,sjohnson@ideapad.com,Manchester,England,info1,3486
cust-00039,James,Brown,jbrown@radon.com,Delhi,India,info1,3681
cust-00040,Isabella,Martinez,imartinez@radon.com,Los Angeles,USA,info1,3461
cust-00041,Noah,Williams,nwilliams@radon.com,New York,USA,data1,6446
cust-00042,Noah,Garcia,ngarcia@radon.com,London,England,data2,8453
cust-00043,Sophia,Rodriguez,srodriguez@ryzen.com,Birmingham,England,data2,2436
cust-00044,James,Martinez,jmartinez@ryzen.com,Mumbai,India,data2,4012
cust-00045,Ava,Rodriguez,arodriguez@radon.com,Sydney,Australia,data1,9748
cust-00046,Emma,Garcia,egarcia@ideapad.com,Manchester,England,info1,8237
cust-00047,Liam,Williams,lwilliams@ryzen.com,Delhi,India,info1,6149
cust-00048,Noah,Johnson,njohnson@ryzen.com,Manchester,England,data2,9595
cust-00049,Ava,Martinez,amartinez@ryzen.com,Melbourne,Australia,data1,4100
cust-00050,John,Smith,jsmith@ryzen.com,Mumbai,India,data2,6365
cust-00051,Noah,Garcia,ngarcia@ideapad.com,Birmingham,England,data1,4672
cust-00052,Michael,Garcia,mgarcia@radon.com,Brisbane,Australia,data1,8427
cust-00053,Liam,Rodriguez,lrodriguez@radon.com,Delhi,India,data2,4087
cust-00054,Liam,Miller,lmiller@radon.com,Manchester,England,info1,9148
cust-00055,Ava,Martinez,amartinez@ideapad.com,New York,USA,data2,3969
cust-00056,Isabella,Jones,ijones@ideapad.com,Delhi,India,data2,3248
cust-00057,Isabella,Davis,idavis@radon.com,Los Angeles,USA,info1,8325
cust-00058,Michael,Jones,mjones@ideapad.com,Brisbane,Australia,data1,6827
cust-00059,Emma,Davis,edavis@radon.com,Delhi,India,data2,2680
cust-00060,James,Smith,jsmith@radon.com,Los Angeles,USA,info1,5838
cust-00061,John,Rodriguez,jrodriguez@ryzen.com,Los Angeles,USA,data1,6379
cust-00062,Noah,Rodriguez,nrodriguez@radon.com,Delhi,India,data1,1510
cust-00063,Olivia,Garcia,ogarcia@ideapad.com,Brisbane,Australia,data2,2368
cust-00064,Emma,Davis,edavis@ryzen.com,Brisbane,Australia,data2,2657
cust-00065,Liam,Jones,ljones@ideapad.com,Delhi,India,info1,6656
cust-00066,Noah,Brown,nbrown@radon.com,London,England,data1,7884
cust-00067,Noah,Garcia,ngarcia@ryzen.com,Mumbai,India,data2,1479
cust-00068,Olivia,Williams,owilliams@ideapad.com,Melbourne,Australia,data1,7784
cust-00069,James,Davis,jdavis@radon.com,Sydney,Australia,info1,2286
cust-00070,John,Rodriguez,jrodriguez@ideapad.com,Los Angeles,USA,info1,9294
cust-00071,John,Smith,jsmith@ideapad.com,Delhi,India,info1,5493
cust-00072,Noah,Rodriguez,nrodriguez@radon.com,Los Angeles,USA,info1,6400
cust-00073,Olivia,Smith,osmith@ryzen.com,Los Angeles,USA,data2,8656
cust-00074,Emma,Davis,edavis@radon.com,Birmingham,England,data1,4060
cust-00075,Isabella,Rodriguez,irodriguez@ryzen.com,Chicago,USA,data1,4500
cust-00076,Olivia,Williams,owilliams@ryzen.com,Manchester,England,info1,8832
cust-00077,Ava,Miller,amiller@ryzen.com,Birmingham,England,data1,5275
cust-00078,Isabella,Rodriguez,irodriguez@ideapad.com,Mumbai,India,info1,6276
cust-00079,Emma,Davis,edavis@radon.com,Sydney,Australia,data1,9518
cust-00080,Isabella,Jones,ijones@ryzen.com,Delhi,India,data1,2443
cust-00081,James,Rodriguez,jrodriguez@ryzen.com,Sydney,Australia,data1,9124
cust-00082,Ava,Jones,ajones@radon.com,Birmingham,England,data2,9873
cust-00083,Liam,Davis,ldavis@ideapad.com,Birmingham,England,info1,6713
cust-00084,Ava,Davis,adavis@ryzen.com,Brisbane,Australia,info1,1738
cust-00085,Isabella,Miller,imiller@radon.com,Chicago,USA,data1,1523
cust-00086,Olivia,Garcia,ogarcia@radon.com,Sydney,Australia,info1,2545
cust-00087,Noah,Miller,nmiller@ideapad.com,Melbourne,Australia,data1,2090
cust-00088,James,Jones,jjones@ryzen.com,Mumbai,India,info1,8562
cust-00089,John,Rodriguez,jrodriguez@ryzen.com,Mumbai,India,data1,2545
cust-00090,Sophia,Smith,ssmith@radon.com,Brisbane,Australia,data1,8958
cust-00091,Noah,Garcia,ngarcia@radon.com,Chicago,USA,info1,2153
cust-00092,Emma,Brown,ebrown@ryzen.com,Melbourne,Australia,info1,4213
cust-00093,Noah,Miller,nmiller@ideapad.com,Birmingham,England,data1,8695
cust-00094,Ava,Smith,asmith@ideapad.com,Melbourne,Australia,info1,1699
cust-00095,Emma,Williams,ewilliams@radon.com,Delhi,India,data2,9316
cust-00096,Isabella,Davis,idavis@radon.com,Los Angeles,USA,data2,6935
cust-00097,John,Davis,jdavis@ideapad.com,London,England,data2,1375
cust-00098,Michael,Johnson,mjohnson@ryzen.com,Brisbane,Australia,data2,1144
cust-00099,James,Davis,jdavis@ryzen.com,New York,USA,info1,9861
cust-00100,Noah,Miller,nmiller@ryzen.com,Manchester,England,info1,8812
cust-00101,Sophia,Johnson,sjohnson@ryzen.com,Brisbane,Australia,data1,9110
cust-00102,Sophia,Smith,ssmith@ryzen.com,Sydney,Australia,data2,5089
cust-00103,Sophia,Williams,swilliams@ideapad.com,Manchester,England,data2,4705
cust-00104,Isabella,Miller,imiller@radon.com,Los Angeles,USA,data2,5160
cust-00105,Liam,Brown,lbrown@ryzen.com,Sydney,Australia,info1,3584
cust-00106,Isabella,Smith,ismith@ryzen.com,Chicago,USA,data1,3077
cust-00107,Michael,Jones,mjones@ideapad.com,Brisbane,Australia,info1,4500
cust-00108,Ava,Garcia,agarcia@ryzen.com,New York,USA,data2,5811
cust-00109,Olivia,Smith,osmith@radon.com,Sydney,Australia,data2,7593
cust-00110,James,Martinez,jmartinez@ideapad.com,London,England,data2,5794
cust-00111,Michael,Garcia,mgarcia@radon.com,Manchester,England,data2,3700
cust-00112,Liam,Jones,ljones@radon.com,Birmingham,England,data1,2566
cust-00113,John,Williams,jwilliams@ryzen.com,Chicago,USA,data2,9256
cust-00114,Noah,Davis,ndavis@radon.com,London,England,data2,6121
cust-00115,Ava,Jones,ajones@ideapad.com,Sydney,Australia,data1,1148
cust-00116,Olivia,Rodriguez,orodriguez@ryzen.com,Los Angeles,USA,data1,4561
cust-00117,Ava,Miller,amiller@radon.com,Delhi,India,data1,4722
cust-00118,James,Smith,jsmith@radon.com,Mumbai,India,info1,2527
cust-00119,Liam,Miller,lmiller@ideapad.com,New York,USA,data1,1949
cust-00120,Michael,Rodriguez,mrodriguez@ideapad.com,London,England,data1,9156
cust-00121,Olivia,Williams,owilliams@radon.com,Brisbane,Australia,data2,9297
cust-00122,Michael,Jones,mjones@radon.com,Sydney,Australia,data2,4184
cust-00123,Olivia,Martinez,omartinez@ideapad.com,London,England,data2,3655
cust-00124,Ava,Williams,awilliams@ryzen.com,Brisbane,Australia,data1,4966
cust-00125,Ava,Martinez,amartinez@ryzen.com,Manchester,England,data2,1921
cust-00126,Liam,Johnson,ljohnson@ideapad.com,London,England,data2,2127
cust-00127,Noah,Williams,nwilliams@radon.com,Los Angeles,USA,info1,6734
cust-00128,James,Johnson,jjohnson@radon.com,New York,USA,data1,2463
cust-00129,Ava,Rodriguez,arodriguez@ryzen.com,Manchester,England,data1,4910
cust-00130,Liam,Smith,lsmith@ideapad.com,Delhi,India,info1,7608
cust-00131,John,Garcia,jgarcia@ideapad.com,Manchester,England,data1,6364
cust-00132,Michael,Brown,mbrown@ideapad.com,Brisbane,Australia,info1,1846
cust-00133,Liam,Rodriguez,lrodriguez@ideapad.com,Melbourne,Australia,info1,5348
cust-00134,Michael,Martinez,mmartinez@ryzen.com,Melbourne,Australia,data2,1133
cust-00135,Noah,Rodriguez,nrodriguez@ideapad.com,Birmingham,England,data1,8397
cust-00136,James,Miller,jmiller@ideapad.com,Los Angeles,USA,data1,8881
cust-00137,James,Brown,jbrown@ideapad.com,Manchester,England,data2,7224
cust-00138,Noah,Martinez,nmartinez@radon.com,Mumbai,India,data2,1211
cust-00139,Liam,Miller,lmiller@radon.com,Manchester,England,info1,8922
cust-00140,Noah,Miller,nmiller@ideapad.com,New York,USA,data2,9842
cust-00141,Olivia,Johnson,ojohnson@ryzen.com,Manchester,England,data1,8362
cust-00142,Liam,Johnson,ljohnson@ryzen.com,London,England,info1,8352
cust-00143,Isabella,Jones,ijones@ryzen.com,Melbourne,Australia,data2,9866
cust-00144,James,Rodriguez,jrodriguez@ryzen.com,Manchester,England,info1,3633
cust-00145,Noah,Jones,njones@ryzen.com,Brisbane,Australia,data2,5683
cust-00146,Noah,Williams,nwilliams@ryzen.com,Bangalore,India,info1,5455
cust-00147,Sophia,Jones,sjones@ryzen.com,Delhi,India,data2,7448
cust-00148,Liam,Smith,lsmith@radon.com,Manchester,England,data2,6241
cust-00149,Ava,Williams,awilliams@ideapad.com,Delhi,India,data1,6517
cust-00150,Isabella,Smith,ismith@ideapad.com,Sydney,Australia,data2,1012
cust-00151,Isabella,Rodriguez,irodriguez@ryzen.com,Brisbane,Australia,data1,1496
cust-00152,Michael,Rodriguez,mrodriguez@ryzen.com,Manchester,England,data2,3448
cust-00153,James,Davis,jdavis@ideapad.com,Chicago,USA,data2,9467
cust-00154,Emma,Garcia,egarcia@radon.com,Mumbai,India,data1,8203
cust-00155,Sophia,Jones,sjones@ryzen.com,Chicago,USA,info1,8530
cust-00156,Ava,Rodriguez,arodriguez@ideapad.com,Sydney,Australia,data1,5369
cust-00157,James,Johnson,jjohnson@ryzen.com,Mumbai,India,data2,3995
cust-00158,Sophia,Rodriguez,srodriguez@ideapad.com,Delhi,India,data1,2417
cust-00159,Olivia,Martinez,omartinez@ryzen.com,Bangalore,India,info1,6034
cust-00160,Olivia,Davis,odavis@ideapad.com,New York,USA,info1,6365
cust-00161,James,Miller,jmiller@ryzen.com,Delhi,India,data2,8203
cust-00162,Liam,Rodriguez,lrodriguez@radon.com,Mumbai,India,data2,6149
cust-00163,Olivia,Martinez,omartinez@ryzen.com,Melbourne,Australia,info1,5017
cust-00164,Emma,Smith,esmith@ryzen.com,London,England,data2,5431
cust-00165,Noah,Johnson,njohnson@ryzen.com,Los Angeles,USA,info1,6392
cust-00166,John,Williams,jwilliams@ryzen.com,Mumbai,India,info1,7882
cust-00167,John,Davis,jdavis@ryzen.com,Melbourne,Australia,data1,7525
cust-00168,Isabella,Brown,ibrown@ryzen.com,Chicago,USA,info1,3116
cust-00169,James,Brown,jbrown@ideapad.com,Bangalore,India,data1,2860
cust-00170,Sophia,Miller,smiller@ideapad.com,Mumbai,India,data1,3770
cust-00171,Sophia,Martinez,smartinez@radon.com,Chicago,USA,data1,3460
cust-00172,Liam,Rodriguez,lrodriguez@ideapad.com,Los Angeles,USA,info1,7011
cust-00173,Ava,Jones,ajones@ryzen.com,Delhi,India,data2,7001
cust-00174,James,Davis,jdavis@ryzen.com,Birmingham,England,data2,6680
cust-00175,Sophia,Garcia,sgarcia@radon.com,New York,USA,info1,5045
cust-00176,Noah,Johnson,njohnson@ideapad.com,Mumbai,India,data1,9389
cust-00177,Michael,Garcia,mgarcia@ideapad.com,Manchester,England,data2,6482
cust-00178,Noah,Garcia,ngarcia@ideapad.com,Melbourne,Australia,data1,5247
cust-00179,Olivia,Miller,omiller@ryzen.com,Los Angeles,USA,data2,7321
cust-00180,John,Miller,jmiller@ryzen.com,Bangalore,India,info1,3274
cust-00181,Michael,Jones,mjones@ideapad.com,Sydney,Australia,data2,5891
cust-00182,Olivia,Johnson,ojohnson@ryzen.com,Mumbai,India,data2,1897
cust-00183,Liam,Brown,lbrown@ideapad.com,Mumbai,India,data2,6697
cust-00184,Ava,Johnson,ajohnson@radon.com,Manchester,England,info1,3447
cust-00185,John,Davis,jdavis@radon.com,Sydney,Australia,data1,9234
cust-00186,Michael,Smith,msmith@ideapad.com,Los Angeles,USA,data2,5152
cust-00187,Emma,Miller,emiller@radon.com,Mumbai,India,info1,4978
cust-00188,Sophia,Davis,sdavis@ryzen.com,Mumbai,India,data1,1413
cust-00189,John,Martinez,jmartinez@ideapad.com,Bangalore,India,info1,1966
cust-00190,Isabella,Martinez,imartinez@ideapad.com,Los Angeles,USA,info1,4415
cust-00191,Isabella,Davis,idavis@ryzen.com,Chicago,USA,info1,5107
cust-00192,James,Johnson,jjohnson@radon.com,Sydney,Australia,data2,6924
cust-00193,Liam,Jones,ljones@ryzen.com,Bangalore,India,data1,8040
cust-00194,Michael,Johnson,mjohnson@radon.com,Chicago,USA,info1,4569
cust-00195,Noah,Johnson,njohnson@radon.com,Mumbai,India,info1,4389
cust-00196,Ava,Brown,abrown@radon.com,Chicago,USA,data1,6747
cust-00197,Michael,Martinez,mmartinez@radon.com,New York,USA,info1,3799
cust-00198,Emma,Johnson,ejohnson@radon.com,Chicago,USA,data1,5025
cust-00199,Noah,Garcia,ngarcia@ryzen.com,Delhi,India,data1,2765
cust-00200,Michael,Brown,mbrown@radon.com,Brisbane,Australia,data2,4220
cust-00201,Sophia,Miller,smiller@ryzen.com,Manchester,England,info1,4652
cust-00202,Liam,Smith,lsmith@radon.com,New York,USA,data1,2829
cust-00203,Ava,Johnson,ajohnson@radon.com,Bangalore,India,data1,5639
cust-00204,Ava,Smith,asmith@ideapad.com,Chicago,USA,data2,5337
cust-00205,James,Davis,jdavis@ideapad.com,Manchester,England,info1,6494
cust-00206,John,Miller,jmiller@ryzen.com,Melbourne,Australia,data1,2716
cust-00207,Isabella,Martinez,imartinez@radon.com,London,England,data1,5696
cust-00208,Ava,Johnson,ajohnson@ryzen.com,Mumbai,India,data2,6591
cust-00209,Sophia,Johnson,sjohnson@radon.com,London,England,info1,8895
cust-00210,John,Garcia,jgarcia@ryzen.com,Mumbai,India,info1,2614
cust-00211,Noah,Brown,nbrown@ryzen.com,Sydney,Australia,data2,7549
cust-00212,Ava,Miller,amiller@ryzen.com,Melbourne,Australia,info1,5984
cust-00213,Michael,Smith,msmith@ryzen.com,Manchester,England,info1,2616
cust-00214,Michael,Davis,mdavis@radon.com,Sydney,Australia,info1,3962
cust-00215,Sophia,Jones,sjones@ryzen.com,New York,USA,data2,6855
cust-00216,Michael,Martinez,mmartinez@ryzen.com,Manchester,England,data1,5514
cust-00217,Liam,Johnson,ljohnson@ideapad.com,London,England,data1,3857
cust-00218,Noah,Martinez,nmartinez@ryzen.com,New York,USA,data1,7714
cust-00219,James,Davis,jdavis@ryzen.com,New York,USA,info1,4139
cust-00220,Michael,Johnson,mjohnson@ideapad.com,New York,USA,info1,8202
cust-00221,John,Smith,jsmith@ideapad.com,Los Angeles,USA,data2,2000
cust-00222,Olivia,Miller,omiller@radon.com,New York,USA,data1,6221
cust-00223,John,Garcia,jgarcia@radon.com,Melbourne,Australia,info1,3015
cust-00224,John,Williams,jwilliams@ryzen.com,London,England,info1,9234
cust-00225,Michael,Garcia,mgarcia@ryzen.com,London,England,data2,8783
cust-00226,James,Martinez,jmartinez@radon.com,Mumbai,India,data2,8614
cust-00227,Olivia,Miller,omiller@ryzen.com,Sydney,Australia,data1,5023
cust-00228,Michael,Miller,mmiller@radon.com,Sydney,Australia,info1,7495
cust-00229,Ava,Brown,abrown@ryzen.com,Delhi,India,data2,2620
cust-00230,Olivia,Davis,odavis@ryzen.com,Los Angeles,USA,info1,4064
cust-00231,Olivia,Rodriguez,orodriguez@radon.com,Manchester,England,data1,3988
cust-00232,Sophia,Garcia,sgarcia@ryzen.com,Brisbane,Australia,data2,6173
cust-00233,Isabella,Williams,iwilliams@ryzen.com,London,England,info1,4016
cust-00234,Sophia,Smith,ssmith@ideapad.com,Bangalore,India,info1,7692
cust-00235,Ava,Brown,abrown@ideapad.com,Brisbane,Australia,data2,4749
cust-00236,Liam,Brown,lbrown@ideapad.com,Birmingham,England,data2,7381
cust-00237,Emma,Brown,ebrown@ryzen.com,Sydney,Australia,data1,8671
cust-00238,Noah,Davis,ndavis@ryzen.com,Bangalore,India,info1,8557
cust-00239,Sophia,Smith,ssmith@ryzen.com,Mumbai,India,data2,2225
cust-00240,Noah,Martinez,nmartinez@ideapad.com,Delhi,India,info1,5516
cust-00241,Isabella,Brown,ibrown@ideapad.com,Sydney,Australia,data1,7444
cust-00242,John,Martinez,jmartinez@radon.com,Brisbane,Australia,info1,5776
cust-00243,Liam,Rodriguez,lrodriguez@ideapad.com,Chicago,USA,data1,8677
cust-00244,Liam,Brown,lbrown@ideapad.com,Chicago,USA,data2,3024
cust-00245,Emma,Smith,esmith@ryzen.com,Delhi,India,info1,5562
cust-00246,Michael,Jones,mjones@ryzen.com,Birmingham,England,data2,1822
cust-00247,Michael,Rodriguez,mrodriguez@ideapad.com,Delhi,India,info1,2273
cust-00248,James,Brown,jbrown@ryzen.com,Delhi,India,data1,1868
cust-00249,John,Martinez,jmartinez@ideapad.com,Melbourne,Australia,data1,4560
cust-00250,Emma,Miller,emiller@ideapad.com,Brisbane,Australia,info1,3773
cust-00251,Isabella,Rodriguez,irodriguez@radon.com,Bangalore,India,data1,4171
cust-00252,Olivia,Miller,omiller@radon.com,Melbourne,Australia,data1,6206
cust-00253,Sophia,Martinez,smartinez@ryzen.com,Brisbane,Australia,data1,1155
cust-00254,James,Brown,jbrown@radon.com,Chicago,USA,info1,4154
cust-00255,James,Brown,jbrown@radon.com,Sydney,Australia,info1,7449
cust-00256,James,Smith,jsmith@radon.com,Chicago,USA,data1,7203
cust-00257,James,Jones,jjones@ideapad.com,Delhi,India,info1,3386
cust-00258,Michael,Brown,mbrown@radon.com,Los Angeles,USA,data1,1416
cust-00259,Sophia,Williams,swilliams@radon.com,Delhi,India,data1,8459
cust-00260,Isabella,Williams,iwilliams@ryzen.com,Delhi,India,data1,8302
cust-00261,Emma,Garcia,egarcia@ryzen.com,Bangalore,India,data1,9408
cust-00262,Olivia,Miller,omiller@ideapad.com,Manchester,England,info1,5780
cust-00263,Isabella,Jones,ijones@ideapad.com,Birmingham,England,data1,4901
cust-00264,Ava,Smith,asmith@radon.com,New York,USA,data2,2416
cust-00265,Noah,Martinez,nmartinez@ryzen.com,Delhi,India,info1,7382
cust-00266,James,Davis,jdavis@ryzen.com,Manchester,England,data1,2600
cust-00267,John,Martinez,jmartinez@ideapad.com,Bangalore,India,info1,4494
cust-00268,James,Garcia,jgarcia@radon.com,Birmingham,England,data2,5168
cust-00269,Michael,Williams,mwilliams@ideapad.com,Melbourne,Australia,data1,4381
cust-00270,James,Martinez,jmartinez@ideapad.com,London,England,data2,3943
cust-00271,John,Rodriguez,jrodriguez@ryzen.com,Los Angeles,USA,info1,8572
cust-00272,Sophia,Smith,ssmith@radon.com,Manchester,England,data1,5280
cust-00273,John,Brown,jbrown@ryzen.com,Delhi,India,data1,3060
cust-00274,Isabella,Smith,ismith@radon.com,London,England,data1,1430
cust-00275,Ava,Miller,amiller@radon.com,Chicago,USA,data2,7379
cust-00276,Noah,Davis,ndavis@ryzen.com,Chicago,USA,info1,1636
cust-00277,Emma,Miller,emiller@radon.com,Brisbane,Australia,data1,4288
cust-00278,Ava,Davis,adavis@ryzen.com,New York,USA,data2,9110
cust-00279,Isabella,Miller,imiller@ideapad.com,Melbourne,Australia,data1,6298
cust-00280,Liam,Brown,lbrown@radon.com,Brisbane,Australia,data1,9964
cust-00281,Noah,Johnson,njohnson@radon.com,Bangalore,India,info1,7568
cust-00282,Michael,Davis,mdavis@ryzen.com,Sydney,Australia,info1,4279
cust-00283,Noah,Williams,nwilliams@radon.com,Brisbane,Australia,data1,8857
cust-00284,Ava,Martinez,amartinez@radon.com,New York,USA,data1,4829
cust-00285,Sophia,Johnson,sjohnson@radon.com,Delhi,India,data2,5853
cust-00286,Olivia,Rodriguez,orodriguez@ryzen.com,London,England,info1,8854
cust-00287,Emma,Smith,esmith@ideapad.com,Brisbane,Australia,info1,4059
cust-00288,Ava,Brown,abrown@ideapad.com,New York,USA,data2,5057
cust-00289,Isabella,Williams,iwilliams@ideapad.com,Mumbai,India,data1,7567
cust-00290,Olivia,Garcia,ogarcia@ideapad.com,London,England,data2,5510
cust-00291,Michael,Jones,mjones@radon.com,Delhi,India,data1,8758
cust-00292,James,Smith,jsmith@radon.com,Brisbane,Australia,data1,2672
cust-00293,Noah,Johnson,njohnson@ryzen.com,New York,USA,data1,4182
cust-00294,Emma,Martinez,emartinez@ideapad.com,Los Angeles,USA,info1,4225
cust-00295,Ava,Davis,adavis@ryzen.com,Los Angeles,USA,data2,2734
cust-00296,Olivia,Brown,obrown@radon.com,Delhi,India,info1,8260
cust-00297,Emma,Davis,edavis@ideapad.com,Delhi,India,data2,4179
cust-00298,Sophia,Garcia,sgarcia@radon.com,New York,USA,data1,4812
cust-00299,Ava,Smith,asmith@radon.com,London,England,info1,4117
cust-00300,Michael,Garcia,mgarcia@radon.com,Mumbai,India,data1,8807
cust-00301,Emma,Smith,esmith@ryzen.com,Manchester,England,data2,2173
cust-00302,Liam,Brown,lbrown@radon.com,Birmingham,England,info1,9446
cust-00303,John,Johnson,jjohnson@ryzen.com,Brisbane,Australia,data2,9449
cust-00304,John,Martinez,jmartinez@ryzen.com,Melbourne,Australia,data1,4286
cust-00305,Noah,Brown,nbrown@ryzen.com,Delhi,India,info1,5719
cust-00306,Noah,Brown,nbrown@ryzen.com,Birmingham,England,info1,7745
cust-00307,Emma,Brown,ebrown@radon.com,Los Angeles,USA,data1,7586
cust-00308,Liam,Johnson,ljohnson@ideapad.com,Sydney,Australia,data2,1286
cust-00309,Michael,Smith,msmith@ryzen.com,Bangalore,India,info1,3652
cust-00310,Liam,Davis,ldavis@ryzen.com,Manchester,England,info1,8342
cust-00311,James,Miller,jmiller@ideapad.com,Brisbane,Australia,info1,5455
cust-00312,James,Jones,jjones@radon.com,Manchester,England,data1,8972
cust-00313,Noah,Martinez,nmartinez@ryzen.com,Delhi,India,data2,2324
cust-00314,James,Smith,jsmith@ideapad.com,Sydney,Australia,data1,8103
cust-00315,Liam,Jones,ljones@ryzen.com,Brisbane,Australia,info1,4848
cust-00316,Ava,Williams,awilliams@ideapad.com,Delhi,India,data1,6679
cust-00317,Emma,Smith,esmith@radon.com,Delhi,India,data1,5243
cust-00318,Liam,Garcia,lgarcia@ryzen.com,Brisbane,Australia,data2,1043
cust-00319,Emma,Williams,ewilliams@ideapad.com,Mumbai,India,data2,3452
cust-00320,Michael,Miller,mmiller@ryzen.com,Manchester,England,data1,7144
cust-00321,Liam,Brown,lbrown@ideapad.com,London,England,data1,9506
cust-00322,John,Garcia,jgarcia@ryzen.com,Bangalore,India,data2,1993
cust-00323,James,Davis,jdavis@ryzen.com,Delhi,India,info1,1777
cust-00324,Noah,Williams,nwilliams@radon.com,New York,USA,data1,5775
cust-00325,Liam,Jones,ljones@radon.com,Delhi,India,data1,6991
cust-00326,Isabella,Johnson,ijohnson@radon.com,London,England,data2,1214
cust-00327,Liam,Miller,lmiller@radon.com,Brisbane,Australia,data1,6132
cust-00328,John,Johnson,jjohnson@ideapad.com,Delhi,India,data1,9741
cust-00329,Noah,Rodriguez,nrodriguez@ryzen.com,Melbourne,Australia,data1,2645
cust-00330,James,Williams,jwilliams@radon.com,Chicago,USA,info1,2374
cust-00331,Isabella,Williams,iwilliams@radon.com,Sydney,Australia,data2,3185
cust-00332,James,Jones,jjones@ideapad.com,Bangalore,India,info1,8181
cust-00333,James,Smith,jsmith@radon.com,Brisbane,Australia,data1,7602
cust-00334,Liam,Brown,lbrown@ryzen.com,Chicago,USA,data1,3142
cust-00335,Noah,Martinez,nmartinez@ryzen.com,Mumbai,India,info1,9078
cust-00336,Isabella,Brown,ibrown@ideapad.com,Chicago,USA,data1,7831
cust-00337,Michael,Brown,mbrown@ryzen.com,Sydney,Australia,data1,5053
cust-00338,Michael,Davis,mdavis@radon.com,Melbourne,Australia,data1,4813
cust-00339,Michael,Williams,mwilliams@ideapad.com,Mumbai,India,data2,2701
cust-00340,Olivia,Garcia,ogarcia@radon.com,Birmingham,England,info1,3803
cust-00341,Emma,Jones,ejones@radon.com,Los Angeles,USA,data2,6719
cust-00342,Olivia,Williams,owilliams@ryzen.com,Manchester,England,info1,8872
cust-00343,Michael,Miller,mmiller@ideapad.com,Manchester,England,info1,5426
cust-00344,Emma,Jones,ejones@ideapad.com,Chicago,USA,info1,5781
cust-00345,Ava,Jones,ajones@ryzen.com,Manchester,England,data1,1267
cust-00346,Ava,Garcia,agarcia@ryzen.com,Delhi,India,data1,2550
cust-00347,John,Williams,jwilliams@ideapad.com,Sydney,Australia,data1,4417
cust-00348,Sophia,Garcia,sgarcia@radon.com,Chicago,USA,data2,5184
cust-00349,Noah,Jones,njones@radon.com,Los Angeles,USA,data2,5802
cust-00350,James,Jones,jjones@radon.com,Manchester,England,data1,6939
